domain,owner,base_domain,dnssec,spf_valid,dmarc_valid,dmarc_adkim,dmarc_aspf,dmarc_fo,dmarc_p,dmarc_pct,dmarc_rf,dmarc_ri,dmarc_rua,dmarc_ruf,dmarc_sp,mx,tls,starttls,spf_record,dmarc_record,dmarc_record_location,mx_error,mx_warnings,spf_error,spf_warnings,dmarc_error,dmarc_warnings,ns,ns_error,ns_warnings
medicineshoppe.ca,MCK,medicineshoppe.ca,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"10, mxa-0016dd03.gslb.pphosted.com|10, mxb-0016dd03.gslb.pphosted.com",,,v=spf1 mx ip4:209.171.113.96/32 include:spf-0016dd03.pphosted.com include:spf.protection.outlook.com include:ofsys.com ~all,v=DMARC1;p=none;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1,medicineshoppe.ca,,,,,,,ep1ns02.mckesson.net|ep2ns01.mckesson.com|ep1ns03.mckesson.org|ep2ns03.mckesson.org|ep1ns01.mckesson.com|ep1ns04.mckesson.com|ep2ns02.mckesson.net,,
medicineshoppe.com,CAH,medicineshoppe.com,False,False,False,,,,,,,,,,,"10, aspmx.1.google.com|20, alt1.aspmx.1.google.com|30, alt2.aspmx.1.google.com|40, aspmx2.googlemail.com|50, aspmx3.googlemail.com|60, aspmx4.googlemail.com|70, aspmx5.googlemail.com",,,,,,,The domain aspmx.1.google.com does not exist|The domain alt1.aspmx.1.google.com does not exist|The domain alt2.aspmx.1.google.com does not exist|2800:3f0:4003:c00::1b does not have any reverse DNS (PTR) records,"(SPFRecordNotFound('medicineshoppe.com does not have a SPF TXT record', 'medicineshoppe.com'), 'medicineshoppe.com')",,A DMARC record does not exist for this domain or its base domain,,pdns11.domaincontrol.com|pdns12.domaincontrol.com,,
medpro.com,BRK,medpro.com,False,True,False,,,,,,,,,,,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 include:_netblocks.mimecast.com include:e2ma.net include:mail.logonpreview.medpro.com include:mail.useraccount.medpro.com -all,,,,The resolution lifetime expired after 10.000 seconds: Server Do53:1.1.1.1@53 answered The DNS operation timed out.,,,A DMARC record does not exist for this domain or its base domain,,ns19.worldnic.com|ns20.worldnic.com,,
melbournesurgerycenter.com,UNH,melbournesurgerycenter.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('melbournesurgerycenter.com does not have a SPF TXT record ', 'melbournesurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
merrittislandsurgerycenter.com,UNH,merrittislandsurgerycenter.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('merrittislandsurgerycenter.com does not have a SPF TXT record ', 'merrittislandsurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
metalogicinspection.com,BRK,metalogicinspection.com,False,False,False,,,,,,,,,,,"10, metalogicinspection-com.mail.protection.outlook.com",,,,,,,104.47.75.228 does not have any reverse DNS (PTR) records,"(SPFRecordNotFound('metalogicinspection.com does not have a SPF TXT record', 'metalogicinspection.com'), 'metalogicinspection.com')",,A DMARC record does not exist for this domain or its base domain,,ns43.worldnic.com|ns44.worldnic.com,,
microaire.com,BRK,microaire.com,False,True,False,,,,,,,,,,,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 include:us._netblocks.mimecast.com ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns1-01.azure-dns.com|ns2-01.azure-dns.net|ns3-01.azure-dns.org|ns4-01.azure-dns.info,,
microsoft.com,MSFT,microsoft.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:itex-rua@microsoft.com,mailto:itex-ruf@microsoft.com,reject,"10, microsoft-com.mail.protection.outlook.com",,,v=spf1 include:_spf-a.microsoft.com include:_spf-b.microsoft.com include:_spf-c.microsoft.com include:_spf-ssg-a.msft.net include:spf-a.hotmail.com include:_spf1-meo.microsoft.com -all,v=DMARC1; p=reject; pct=100; rua=mailto:itex-rua@microsoft.com; ruf=mailto:itex-ruf@microsoft.com; fo=1,microsoft.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 104.47.53.36 is mail-bl2nam060036.inbound.protection.outlook.com, but the A/AAAA DNS records for mail-bl2nam060036.inbound.protection.outlook.com do not resolve to 104.47.53.36",,,,,ns1-39.azure-dns.com|ns2-39.azure-dns.net|ns3-39.azure-dns.org|ns4-39.azure-dns.info,,
midamericanenergy.com,BRK,midamericanenergy.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:3zgwhxv9@ag.dmarcian.com,,reject,"10, midamericanenergy-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com ip4:206.108.233.35 -all,v=DMARC1; p=reject; rua=mailto:3zgwhxv9@ag.dmarcian.com;,midamericanenergy.com,,52.101.8.36 does not have any reverse DNS (PTR) records,,,,,ns4.midamerican.com|ns3.midamerican.com,,
midwestsc.mwsmg.com,UNH,mwsmg.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('midwestsc.mwsmg.com does not have a SPF TXT record ', 'midwestsc.mwsmg.com')",,A DMARC record does not exist for this domain or its base domain,,,,
mii.com,BRK,mii.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"20, mxa-00276401.gslb.pphosted.com|20, mxb-00276401.gslb.pphosted.com",,,v=spf1 include:spf-00276401.pphosted.com include:spf.protection.outlook.com include:_spf.salesforce.com include:aspmx.pardot.com  ip4:192.245.140.5 ip4:198.147.156.3 ip4:80.6.91.150 ip4:107.20.210.250 ip4:52.1.14.157 ip4:67.23.194.116 ~all,v=DMARC1; p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1,mii.com,,,,,,DMARC record at root of mii.com has no effect,dns1.p01.nsone.net|dns2.p01.nsone.net|dns3.p01.nsone.net|dns4.p01.nsone.net,,
milehighsc.com,UNH,milehighsc.com,False,True,False,,,,,,,,,,,"0, milehighsc-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com include:spf.z194.zixworks.com -all,,,,,,,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
mmmfg.com,BRK,mmmfg.com,False,True,True,r,r,1,none,100,a:f:r:f,43200,mailto:IT@mmmfg.com,,none,"10, mx1.hc5409-4.iphmx.com|20, mx2.hc5409-4.iphmx.com",,,v=spf1 ip4:4.1.186.42 ip4:63.142.182.223 ip4:12.125.201.166 ip4:72.43.238.214 ip4:65.206.51.50 ip4:71.42.237.130 ip4:172.108.188.242 ip4:131.150.78.26 ip4:32.132.216.210 ip4:67.214.70.134 ip4:12.116.52.34 ip4:12.244.79.234 ip4:206.193.220.218 ip4:12.250.11.6 ip4:50.207.57.217 ip4:32.132.207.22 include:spf.protection.outlook.com exists:%{i}.spf.hc5409-4.iphmx.com ~all,v=DMARC1; p=none; sp=none; adkim=r; fo=1; ri=43200; rua=mailto:IT@mmmfg.com,mmmfg.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 68.232.135.13 is esa2.hc5409-4.iphmx.com, but the A/AAAA DNS records for esa2.hc5409-4.iphmx.com do not resolve to 68.232.135.13|The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 68.232.135.13 is esa2.hc5409-4.iphmx.com, but the A/AAAA DNS records for esa2.hc5409-4.iphmx.com do not resolve to 68.232.135.13",,,,,ns34.worldnic.com|ns33.worldnic.com,,
mobil.com,XOM,mobil.com,False,False,True,r,r,0,none,100,a:f:r:f,86400,,,none,,,,,v=DMARC1;p=none,mobil.com,,No MX records found. Is the domain parked?,"(SPFRecordNotFound('mobil.com does not have a SPF TXT record', 'mobil.com'), 'mobil.com')",,,rua tag (destination for aggregate reports) not found,a10-67.akam.net|a1-116.akam.net|a3-66.akam.net|a18-64.akam.net|a13-67.akam.net|a14-65.akam.net,,
montgomerysurgery.com,UNH,montgomerysurgery.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('montgomerysurgery.com does not have a SPF TXT record ', 'montgomerysurgery.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
morriscountysurgicalcenter.com,UNH,morriscountysurgicalcenter.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('morriscountysurgicalcenter.com does not have a SPF TXT record ', 'morriscountysurgicalcenter.com')",,A DMARC record does not exist for this domain or its base domain,,ns27.domaincontrol.com|ns28.domaincontrol.com,,
msn.com,MSFT,msn.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:d@rua.agari.com,,quarantine,"2, msn-com.olc.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:_spf-ssg-a.microsoft.com ~all,v=DMARC1; p=none; sp=quarantine; pct=100; rua=mailto:d@rua.agari.com; fo=1,msn.com,,104.47.17.97 does not have any reverse DNS (PTR) records|104.47.18.97 does not have any reverse DNS (PTR) records,,Duplicate include: spf.protection.outlook.com,,,ns1-204.azure-dns.com|ns2-204.azure-dns.net|ns3-204.azure-dns.org|ns4-204.azure-dns.info|dns2.p09.nsone.net,,
mwiah.co.uk,COR,mwiah.co.uk,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"10, mxa-00320f01.gslb.pphosted.com|10, mxb-00320f01.gslb.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com -all,v=DMARC1; p=none; fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,mwiah.co.uk,,,,,,,ns-1256.awsdns-29.org|ns-145.awsdns-18.com|ns-1644.awsdns-13.co.uk|ns-798.awsdns-35.net,,
mwiah.com,COR,mwiah.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"10, mxa-00320f01.gslb.pphosted.com|10, mxb-00320f01.gslb.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,v=DMARC1; p=none; fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,mwiah.com,,,,,,,ns-1026.awsdns-00.org|ns-1722.awsdns-23.co.uk|ns-370.awsdns-46.com|ns-968.awsdns-57.net,,
mwianimalhealth.com,COR,mwianimalhealth.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"10, mxa-00320f01.gslb.pphosted.com|10, mxb-00320f01.gslb.pphosted.com",,,v=spf1 mx ip4:207.170.251.74 ip4:192.83.245.14 ip4:43.228.187.153 ip4:70.98.122.66/30 ip4:12.25.113.128/25 ip4:188.138.116.138 ip4:107.20.173.204 ip4:174.34.57.208/28 ip4:207.170.251.91 ip4:208.117.50.251 ip4:85.25.117.56 ip4:23.29.113.206 ip4:23.29.123.157 ip4:64.106.173.10 ip4:64.106.173.20 ip4:67.50.180.34 ip4:208.75.120.0/22 include:spf-00320f01.pphosted.com ~all,v=DMARC1; p=none; fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,mwianimalhealth.com,,,,,,,ns-1364.awsdns-42.org|ns-1575.awsdns-04.co.uk|ns-460.awsdns-57.com|ns-696.awsdns-23.net,,
myallsavers.com,UNH,myallsavers.com,False,True,False,,,,,,,,,,,"10, mail2.myallsavers.com",,,v=spf1 a mx ~all,,,,"The domain mail2.savvysherpa.com does not exist|The reverse DNS of 216.160.4.222 is mail2.savvysherpa.com, but the A/AAAA DNS records for mail2.savvysherpa.com do not resolve to 216.160.4.222",,,A DMARC record does not exist for this domain or its base domain,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
myallsaversconnect.com,UNH,myallsaversconnect.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('myallsaversconnect.com does not have a SPF TXT record ', 'myallsaversconnect.com')",,A DMARC record does not exist for this domain or its base domain,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
myleader.com,CAH,myleader.com,False,True,False,,,,,,,,,,,,,,v=spf1 -all,,,,No MX records found. Is the domain parked?,,,A DMARC record does not exist for this domain or its base domain,,ns-cloud-e3.googledomains.com|ns-cloud-e4.googledomains.com|ns-cloud-e1.googledomains.com|ns-cloud-e2.googledomains.com,,
mynexuscare.com,ELV,mynexuscare.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"0, mynexuscare-com.mail.protection.outlook.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com -all,v=DMARC1;p=none;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,mynexuscare.com,,,,,,DMARC record at root of mynexuscare.com has no effect,pdns05.domaincontrol.com|pdns06.domaincontrol.com,,
myoptumhealthphysicalhealth.com,UNH,myoptumhealthphysicalhealth.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,,,,v=spf1 include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,myoptumhealthphysicalhealth.com,,No MX records found. Is the domain parked?,,,,,epla2.corpnamesvcs.com|epla1.corpnamesvcs.com,,
myoptumhealthphysicalhealthofca.com,UNH,myoptumhealthphysicalhealthofca.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,,,,v=spf1 include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,myoptumhealthphysicalhealthofca.com,,No MX records found. Is the domain parked?,,,,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
mywellnesssolutions.com,UNH,mywellnesssolutions.com,True,False,False,,,,,,,,,,,"0, alt1.aspmx.l.google.com|0, aspmx.l.google.com",,,v=spf1 a mx include:websitewelcome.com ~all,,,,,Parsing the SPF record requires 12/10 maximum DNS lookups - https://tools.ietf.org/html/rfc7208#section-4.6.4,,A DMARC record does not exist for this domain or its base domain,,adam.ns.cloudflare.com|cass.ns.cloudflare.com,,
nammcal.com,UNH,nammcal.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 include:res.cisco.com include:spf.protection.outlook.com include:_spfv4fw.corpmailsvcs.com include:_spfv4rnh.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,nammcal.com,,,,,,,ns46.worldnic.com|ns45.worldnic.com,,
nationalindemnity.com,BRK,nationalindemnity.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mxa-003b6801.gslb.pphosted.com|10, mxb-003b6801.gslb.pphosted.com",,,v=spf1 ip4:13.90.90.48 ip4:107.20.210.250 ip4:52.1.14.157 ip4:207.189.152.26 ip4:207.189.152.19 ip4:192.111.2.19 include:spf.surveymonkey.com include:oktamail.nationalindemnity.com include:spfext.zapproved.com include:spf-003b6801.pphosted.com include:spf-003b6802.pphosted.com -all,v=DMARC1;p=reject;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,nationalindemnity.com,,,,,,,arch.ns.cloudflare.com|kayleigh.ns.cloudflare.com,,
navihealth.com,UNH,navihealth.com,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com|mailto:dmarcreports@navihealth.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarcreports@navihealth.com,none,"0, mailrnh.corpmailsvcs.com|10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 ip4:159.183.196.100 ip4:204.71.129.137 ip4:52.1.96.230 ip4:204.71.129.156 ip4:205.139.99.140 ip4:168.245.4.208 ip4:167.89.10.180 include:us._netblocks.mimecast.com include:spf.protection.outlook.com include:_spfv4.corpmailsvcs.com include:mktomail.com ~all,"v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com,mailto:dmarcreports@navihealth.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:dmarcreports@navihealth.com",navihealth.com,,207.211.30.221 does not have any reverse DNS (PTR) records|207.211.30.242 does not have any reverse DNS (PTR) records|207.211.30.221 does not have any reverse DNS (PTR) records|207.211.30.242 does not have any reverse DNS (PTR) records,,,,,dns1.cscdns.net|dns2.cscdns.net,,
nest.com,GOOG,nest.com,False,True,True,r,r,0,none,100,a:f:r:f,86400,mailto:mailauth-reports@google.com,,none,"0, smtp.google.com",,,v=spf1 ip4:52.10.46.228/32 include:_spf.google.com include:amazonses.com ip4:198.37.149.216/32 include:_spf.centercode.com include:_spf.salesforce.com -all,v=DMARC1; p=none; rua=mailto:mailauth-reports@google.com,nest.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 2607:f8b0:4002:c03::1a is ya-in-x1a.1e100.net, but the A/AAAA DNS records for ya-in-x1a.1e100.net do not resolve to 2607:f8b0:4002:c03::1a",,,,,ns-1217.awsdns-24.org|ns-2026.awsdns-61.co.uk|ns-81.awsdns-10.com|ns-854.awsdns-42.net,,
netjets.com,BRK,netjets.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"0, mxa-00322702.gslb.pphosted.com|0, mxb-00322702.gslb.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,netjets.com,,,,,,,ns-1142.awsdns-14.org|ns-1802.awsdns-33.co.uk|ns-313.awsdns-39.com|ns-932.awsdns-52.net,,
nfm.com,BRK,nfm.com,False,False,False,,,,,,,,,,,"10, nfm-com.mail.protection.outlook.com",,,v=spf1 ip4:74.51.217.84 ip4:98.142.91.181 ip4:69.63.126.50 ip4:69.63.126.5 ip4:216.71.152.173 ip4:68.232.149.160 include:spf.protection.outlook.com include:staging-na01-nebraskafurnituremart.demandware.net include:development-na01-nebraskafurnituremart.demandware.net include:production.na01.nebraskafurnituremart.demandware.net include:dayforcehcm.com include:39542861.spf02.hubspotemail.net -all,,,,,"('staging-na01-nebraskafurnituremart.demandware.net does not have a SPF TXT record ', 'staging-na01-nebraskafurnituremart.demandware.net')",,A DMARC record does not exist for this domain or its base domain,,a11-66.akam.net|a8-65.akam.net|a9-66.akam.net|a1-137.akam.net|a18-67.akam.net|a20-64.akam.net,,
nocona.com,BRK,nocona.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:079bfcda0d2c057@rep.dmarcanalyzer.com,mailto:079bfcda0d2c057@for.dmarcanalyzer.com,reject,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 include:spf.bhshoeholdings.com ~all,v=DMARC1; p=reject; rua=mailto:079bfcda0d2c057@rep.dmarcanalyzer.com; ruf=mailto:079bfcda0d2c057@for.dmarcanalyzer.com; fo=1;,nocona.com,,,,,,,ns-1438.awsdns-51.org|ns-1769.awsdns-29.co.uk|ns-259.awsdns-32.com|ns-627.awsdns-14.net,,
northbanksurgerycenter.com,UNH,northbanksurgerycenter.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('northbanksurgerycenter.com does not have a SPF TXT record ', 'northbanksurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
northernnaturalgas.com,BRK,northernnaturalgas.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:3zgwhxv9@ag.dmarcian.com,,reject,"10, northernnaturalgas-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=reject; rua=mailto:3zgwhxv9@ag.dmarcian.com;,northernnaturalgas.com,,,,,,,ns4.midamerican.com|ns3.midamerican.com,,
northernpowergrid.com,BRK,northernpowergrid.com,True,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:security@northernpowergrid.com|mailto:3zgwhxv9@ag.dmarcian.com,mailto:security@northernpowergrid.com,reject,"10, mx1.hc512-9.c3s2.iphmx.com|20, mx2.hc512-9.c3s2.iphmx.com",,,v=spf1 mx a ip4:162.13.112.203 ip4:167.89.24.204 include:spf.tractivity.co.uk include:sendgrid.net ip4:5.79.37.200 include:rnmk.com include:email-od.com exists:%{i}.spf.hc512-9.c3s2.iphmx.com -all,"v=DMARC1; p=reject; fo=1; rua=mailto:security@northernpowergrid.com,mailto:3zgwhxv9@ag.dmarcian.com; ruf=mailto:security@northernpowergrid.com",northernpowergrid.com,,,,,,,cns1.northernpowergrid.com|cns2.northernpowergrid.com,,
northernrockiessurgery.com,UNH,northernrockiessurgery.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('northernrockiessurgery.com does not have a SPF TXT record ', 'northernrockiessurgery.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
